s_tabl_figu_id;s_sam_row;s_sam_col;valu
tabl_01_01  ;REU         ;GDPRvalu    ;  0.00938696
tabl_01_01  ;REU         ;PRODvalu    ;  0.01569587
tabl_01_01  ;REU         ;VAADvalu    ;  0.01054291
tabl_01_01  ;REU         ;CONFvalu    ;  0.02828523
tabl_01_01  ;REU         ;INCGvalu    ; -0.10215284
tabl_01_01  ;REU         ;IMPOvalu    ;  0.00024797
tabl_01_01  ;REU         ;EXPOvalu    ;  0.00128345
tabl_01_01  ;REU         ;INVTvalu    ; -0.09701263
tabl_01_01  ;REU         ;UNEMppts    ; -0.01619777
tabl_01_01  ;REU         ;CPINinde    ; -0.00677759
tabl_02_01  ;aagri       ;PRODquan    ;  0.01492870
tabl_02_01  ;afood       ;PRODquan    ;  0.03656155
tabl_02_01  ;aoind       ;PRODquan    ;  0.06130776
tabl_02_01  ;aelhy       ;PRODquan    ;  0.35753905
tabl_02_01  ;aelbi       ;PRODquan    ;  0.52989878
tabl_02_01  ;aelpe       ;PRODquan    ;  0.38866675
tabl_02_01  ;awasa       ;PRODquan    ;  0.49882436
tabl_02_01  ;acons       ;PRODquan    ; -0.05550431
tabl_02_01  ;atran       ;PRODquan    ;  0.02450592
tabl_02_01  ;aadmi       ;PRODquan    ; -0.00561302
tabl_02_01  ;asefi       ;PRODquan    ;  0.00479693
tabl_02_01  ;asenf       ;PRODquan    ;  0.01276011
tabl_02_02  ;cagri       ;CONFquan    ;  0.01164751
tabl_02_02  ;cagri       ;IMPOquan    ;  0.03689168
tabl_02_02  ;cagri       ;EXPOquan    ; -0.00237729
tabl_02_02  ;cfood       ;CONFquan    ;  0.02875055
tabl_02_02  ;cfood       ;IMPOquan    ;  0.01247345
tabl_02_02  ;cfood       ;EXPOquan    ;  0.03098727
tabl_02_02  ;cpetr       ;CONFquan    ;  0.02425534
tabl_02_02  ;cpetr       ;IMPOquan    ;  0.03147022
tabl_02_02  ;coind       ;CONFquan    ;  0.02900079
tabl_02_02  ;coind       ;IMPOquan    ; -0.00797860
tabl_02_02  ;coind       ;EXPOquan    ;  0.05617438
tabl_02_02  ;celec       ;CONFquan    ;  0.18190674
tabl_02_02  ;celec       ;IMPOquan    ; -0.20018355
tabl_02_02  ;cwadi       ;CONFquan    ;  0.18323923
tabl_02_02  ;cwadi       ;IMPOquan    ; -0.23739361
tabl_02_02  ;csaco       ;CONFquan    ;  4.75415832
tabl_02_02  ;csaco       ;IMPOquan    ;  4.03035563
tabl_02_02  ;csanc       ;CONFquan    ; -3.28818970
tabl_02_02  ;csanc       ;IMPOquan    ; -7.09714678
tabl_02_02  ;ccons       ;CONFquan    ;  0.04461361
tabl_02_02  ;ccons       ;EXPOquan    ;  0.00098108
tabl_02_02  ;ctran       ;CONFquan    ;  0.02618841
tabl_02_02  ;ctran       ;IMPOquan    ;  0.01478731
tabl_02_02  ;ctran       ;EXPOquan    ;  0.01706067
tabl_02_02  ;cadmi       ;CONFquan    ;  0.02195035
tabl_02_02  ;cadmi       ;EXPOquan    ; -0.00038871
tabl_02_02  ;csefi       ;CONFquan    ;  0.00655299
tabl_02_02  ;csefi       ;IMPOquan    ;  0.05748967
tabl_02_02  ;csefi       ;EXPOquan    ; -0.02207010
tabl_02_02  ;csenf       ;CONFquan    ;  0.01772848
tabl_02_02  ;csenf       ;IMPOquan    ;  0.03321482
tabl_02_02  ;csenf       ;EXPOquan    ; -0.00144891
tabl_03_01  ;REU         ;CPINppts    ; -0.00677759
tabl_03_01  ;cagri       ;PCONpric    ;  0.00856468
tabl_03_01  ;cfood       ;PCONpric    ; -0.00646731
tabl_03_01  ;cpetr       ;PCONpric    ;  0.00000000
tabl_03_01  ;coind       ;PCONpric    ; -0.00682733
tabl_03_01  ;celec       ;PCONpric    ; -0.22631659
tabl_03_01  ;cwadi       ;PCONpric    ; -0.22822509
tabl_03_01  ;csaco       ;PCONpric    ; -6.37179078
tabl_03_01  ;csanc       ;PCONpric    ;  5.00448132
tabl_03_01  ;ccons       ;PCONpric    ; -0.02928304
tabl_03_01  ;ctran       ;PCONpric    ; -0.00457539
tabl_03_01  ;cadmi       ;PCONpric    ;  0.00181255
tabl_03_01  ;csefi       ;PCONpric    ;  0.02502755
tabl_03_01  ;csenf       ;PCONpric    ;  0.00817690
tabl_03_02  ;REU         ;WRLApric    ;  0.00132436
tabl_03_02  ;aagri       ;RRCApric    ;  0.07744117
tabl_03_02  ;aagri       ;RRGWpric    ;  0.20383934
tabl_03_02  ;aagri       ;RRSWpric    ;  0.20383934
tabl_03_02  ;afood       ;RRCApric    ;  0.06652773
tabl_03_02  ;afood       ;RRGWpric    ;  0.36925327
tabl_03_02  ;aoind       ;RRCApric    ;  0.12567556
tabl_03_02  ;aoind       ;RRGWpric    ;  0.62408954
tabl_03_02  ;aelhy       ;RRCApric    ;  0.87299026
tabl_03_02  ;aelbi       ;RRCApric    ;  1.08945397
tabl_03_02  ;aelpe       ;RRCApric    ;  0.90343851
tabl_03_02  ;aelpe       ;RRSWpric    ;  4.12996200
tabl_03_02  ;awasa       ;RRCApric    ;  1.16036358
tabl_03_02  ;awasa       ;RRGWpric    ;  5.52644266
tabl_03_02  ;awasa       ;RRSWpric    ;  5.52644266
tabl_03_02  ;acons       ;RRCApric    ; -0.11906704
tabl_03_02  ;atran       ;RRCApric    ;  0.04638442
tabl_03_02  ;aadmi       ;RRCApric    ; -0.00855938
tabl_03_02  ;asefi       ;RRCApric    ;  0.03514089
tabl_03_02  ;asenf       ;RRCApric    ;  0.02865029
tabl_04_01  ;REU         ;GOINvalu    ; -0.10215284
tabl_04_01  ;REU         ;GINKvalu    ;  1.25500563
tabl_04_01  ;REU         ;TPROvalu    ;  0.00251049
tabl_04_01  ;REU         ;TCOMvalu    ; -0.92045347
tabl_04_01  ;REU         ;TIMPvalu    ; -0.00131398
tabl_04_01  ;REU         ;GTRAvalu    ;  0.02150573
tabl_04_02  ;REU         ;HHINvalu    ;  0.02150573
tabl_04_02  ;REU         ;HICAvalu    ;  0.03701648
tabl_04_02  ;REU         ;HILAvalu    ;  0.02157183
tabl_04_02  ;REU         ;HITRvalu    ; -0.00677759
tabl_04_02  ;REU         ;HIDPvalu    ;  0.02150573
tabl_04_02  ;REU         ;HCOBvalu    ;  0.02150573
tabl_04_02  ;REU         ;HSAVvalu    ;  0.02150573
tabl_05_01  ;cwadi       ;WATEprod    ;  0.33355701
tabl_05_01  ;cwadi       ;WATEdito    ;  0.29224797
tabl_05_01  ;cwadi       ;WATEcons    ;  0.18323923
tabl_05_01  ;cwadi       ;WATEpric    ; -0.22822509
tabl_05_01  ;csaco       ;WATEprod    ;  2.19568330
tabl_05_01  ;csaco       ;WATEcons    ;  4.75415832
tabl_05_01  ;csaco       ;WATEpric    ; -6.37179078
tabl_05_01  ;csanc       ;WATEprod    ; -3.17736984
tabl_05_01  ;csanc       ;WATEcons    ; -3.28818970
tabl_05_01  ;csanc       ;WATEpric    ;  5.00448132
tabl_05_02  ;aelhy       ;ENERprod    ;  0.33543300
tabl_05_02  ;aelbi       ;ENERprod    ;  0.50775057
tabl_05_02  ;aelpe       ;ENERprod    ;  0.36656354
tabl_05_02  ;celec       ;ENERprod    ;  0.37210814
tabl_05_02  ;celec       ;ENERdito    ;  0.28666366
tabl_05_02  ;celec       ;ENERcons    ;  0.18213948
tabl_05_02  ;celec       ;ENERpric    ; -0.22631659
tabl_05_03  ;cagri       ;FOODprod    ;  0.01557639
tabl_05_03  ;cagri       ;FOODdito    ;  0.03223970
tabl_05_03  ;cagri       ;FOODcons    ;  0.01164751
tabl_05_03  ;cagri       ;FOODpric    ;  0.00856468
tabl_05_03  ;cfood       ;FOODprod    ;  0.03713158
tabl_05_03  ;cfood       ;FOODdito    ;  0.02117967
tabl_05_03  ;cfood       ;FOODcons    ;  0.02875055
tabl_05_03  ;cfood       ;FOODpric    ; -0.00646731
tabl_05_04  ;REU         ;ECOSnitr    ; -1.92552173
tabl_05_04  ;REU         ;ECOSphos    ; -3.17379377
tabl_05_04  ;REU         ;ECOSnagr    ;  0.01557639
tabl_05_04  ;cpetr       ;ECOSco2e    ;  0.02683002
tabl_05_04  ;celec       ;ECOSco2e    ;  0.36656354
tabl_06_01  ;REU         ;CONSpwat    ;  0.18323923
tabl_06_01  ;REU         ;CONSothe    ;  0.02273285
tabl_06_01  ;REU         ;PRICpwat    ; -0.22822509
tabl_06_01  ;REU         ;PRICothe    ;  0.00088843
tabl_06_01  ;REU         ;INCOhous    ;  0.02150573
tabl_06_01  ;REU         ;PRICelec    ; -0.22631659
figu_01_01  ;NA          ;GDPRvalu    ;  0.00938696
